,amplitude_cutoff,amplitude_cv_median,amplitude_cv_range,amplitude_median,firing_range,firing_rate,isi_violations_ratio,isi_violations_count,num_spikes,presence_ratio,rp_contamination,rp_violations,sd_ratio,sliding_rp_violation,snr,sync_spike_2,sync_spike_4,sync_spike_8
119,0.00011064580991433682,0.14900541305541992,0.07319889366626743,166.14,3.2,4.3125,0.0,0.0,15525.0,1.0,0.0,0.0,1.0077448283225519,0.01,8.111863807367415,0.06879227053140097,0.00032206119162640903,0.0
120,2.212060465237087e-05,0.33973604440689087,0.15839390754699667,65.52,3.0099999999999993,4.65,0.0,0.0,16740.0,1.0,0.0,0.0,0.9699714028995754,0.01,3.293758194358392,0.06941457586618877,0.00011947431302270011,0.0
121,0.0015206192067276718,0.3336334824562073,0.15599421560764304,58.499996,0.4,0.14916666666666667,0.0,0.0,537.0,1.0,0.0,0.0,0.8861295509245122,,2.892436827298046,0.0595903165735568,0.0,0.0
122,4.5549976672704314e-05,0.6407313346862793,0.32643563151359556,39.78,4.6000000000000005,7.480277777777777,0.006619128079605704,4.0,26929.0,1.0,0.007474452811975674,3.0,1.057109732178245,0.015,2.1415048711067524,0.05807865126814958,0.00014853875004641837,0.0
123,0.0007817482705146638,0.3743210434913635,0.15667641162872303,74.88,0.6,0.18861111111111112,2.6028053904099635,1.0,679.0,1.0,1.0,1.0,1.2342269524139817,,3.5601817400282316,0.08100147275405008,0.0014727540500736377,0.0
124,6.116192761869856e-05,0.4580327272415161,0.23386542797088627,46.8,5.4,13.029444444444444,0.003817881878439845,7.0,46906.0,1.0,0.004098988580591767,5.0,0.9550526528682531,0.01,2.4922396355511025,0.07007632285848292,4.263846842621413e-05,0.0
125,0.00010375352165531208,0.40437209606170654,0.19933075010776513,81.899994,3.8,6.096111111111111,0.01993244081898446,8.0,21946.0,1.0,0.007502811396545184,2.0,1.2625723648324014,0.02,3.9592549708762905,0.07372641939305569,9.113278046113187e-05,0.0
126,5.499663297474259e-05,0.08941635489463806,0.04554393030703066,287.81998,3.8,5.898888888888889,0.0,0.0,21236.0,1.0,0.0,0.0,1.0090826763663026,0.005,13.747225361498773,0.07251836504049727,0.00018835938971557733,0.0
127,0.0001512645225676682,0.1280820667743683,0.05642101913690567,175.5,3.2,4.736666666666666,0.0,0.0,17052.0,1.0,0.0,0.0,1.0011080897504026,0.01,8.569392653610768,0.07136992728125734,5.864414731409805e-05,0.0
128,9.065024286306692e-05,0.3538462221622467,0.17252066731452936,63.179996,2.0,1.8555555555555556,0.053784646276309654,2.0,6680.0,1.0,0.08422379307438266,2.0,0.9272250640166475,0.09,3.193708950025285,0.061676646706586825,0.0,0.0
129,3.089505693718256e-05,0.10610978305339813,0.039276957511901855,224.63998,4.800000000000001,12.803333333333333,0.0,0.0,46092.0,1.0,0.0,0.0,0.9462516624582724,0.005,10.6479449936541,0.06931788596719604,4.3391477913737744e-05,0.0
130,0.00048423637733283287,0.41066595911979675,0.12355908304452895,53.82,0.8,0.3333333333333333,0.0,0.0,1200.0,1.0,0.0,0.0,0.9956772635441861,,2.585544042418313,0.065,0.0,0.0
131,5.86614589949482e-05,0.4447704255580902,0.2945567727088928,49.14,4.809999999999999,12.072777777777778,0.0006352750969127513,1.0,43462.0,1.0,0.0009533670997825539,1.0,0.9850771007438586,0.005,2.1223943196079493,0.068634669366343,0.0,0.0
132,6.488632870596673e-05,0.23177550733089447,0.131505000591278,105.299995,4.80999999999999,11.803055555555556,0.001329282653873117,2.0,42491.0,1.0,0.001995915820791505,2.0,1.0192095692349488,0.005,5.1429843452451225,0.06737897437104327,7.060318655715329e-05,0.0
133,4.6793998340450853e-05,0.23250091075897217,0.1299026310443878,102.96,3.5999999999999996,7.1386111111111115,0.0036339487067625228,2.0,25699.0,1.0,0.0054658608777110596,2.0,1.0153956047056374,0.01,4.805739470147082,0.06887427526362894,0.0,0.0
134,3.781430750005844e-05,0.3206619620323181,0.23934811800718309,74.88,6.199999999999999,20.34027777777778,0.0,0.0,73225.0,1.0,0.0,0.0,0.9959121344762123,0.005,3.351089848854801,0.07109593717992489,6.828269033799931e-05,0.0
135,0.00010331840956280927,0.3114134967327118,0.35281219333410263,72.54,2.8,3.56,0.0,0.0,12816.0,1.0,0.0,0.0,0.9806135993415186,0.015,3.659106809047936,0.06835205992509363,7.802746566791511e-05,0.0
136,2.7139406646033106e-05,0.3100075125694275,0.2367374181747436,79.56,5.200000000000001,12.745,0.005130256441511511,9.0,45882.0,1.0,0.0077252242067898935,9.0,0.9754041095548658,0.01,3.997476073873896,0.0705723377359313,0.0001307702366941284,0.0
137,5.518794882840873e-05,0.3651842474937439,0.1906626999378203,63.179996,3.4099999999999913,5.748888888888889,0.002801614746146061,1.0,20696.0,1.0,0.004211289599263535,1.0,0.9158655240519078,0.01,3.2622821432411993,0.07011016621569385,0.0,0.0
138,,,,77.21999,0.4,0.09388888888888888,0.0,0.0,338.0,1.0,0.0,0.0,1.271807223044014,,3.9109165044725818,0.08284023668639054,0.0,0.0
139,7.61776312190337e-05,0.23236213624477386,0.10596614778041821,102.96,5.399999999999999,15.686388888888889,0.0,0.0,56471.0,1.0,0.0,0.0,0.9922012248027087,0.005,5.047431802165625,0.06989428202086026,5.312461263303288e-05,0.0
140,7.345341100776579e-05,0.2778344452381134,0.13865228071808816,91.259995,3.4,5.2011111111111115,0.010268458112517746,3.0,18724.0,1.0,0.015523171596991459,3.0,0.9884920522795101,0.02,3.7771426746116066,0.065210425122837,5.3407391582995086e-05,0.0
141,3.886663274480721e-05,0.4688001275062561,0.34761244207620606,51.48,5.209999999999999,12.88888888888889,0.0033442330558858496,6.0,46400.0,1.0,0.003349843782569639,4.0,0.9648789022893269,0.005,2.4101767674033967,0.06599137931034482,6.46551724137931e-05,0.0
142,4.569180507172215e-05,0.9299190640449524,0.4530048012733461,44.46,4.609999999999991,8.044722222222223,0.007153591609521879,5.0,28961.0,1.0,0.008621474845683652,4.0,1.5812414690592376,0.015,2.529336563235306,0.07213148717240427,6.905838886778772e-05,0.0
143,2.0382423344479056e-05,0.12827421724796295,0.06119279675185678,196.56,3.2,5.334444444444444,0.0032538524202653228,1.0,19204.0,1.0,0.0048927481224930736,1.0,0.9655987928335675,0.01,9.531664422773263,0.06555925848781503,0.0,0.0
144,1.821554321294016e-05,0.2559092044830322,0.10606409683823584,91.259995,3.2,5.539444444444444,0.003017475983732626,1.0,19942.0,1.0,0.004536503909459255,1.0,0.8746581016331765,0.01,4.49772229553943,0.07035402667736436,5.014542172299669e-05,0.0
145,0.0003577103529888857,0.24428150057792664,0.10635763108730317,100.619995,0.8,0.39361111111111113,0.0,0.0,1417.0,1.0,0.0,0.0,0.9237895249674077,,4.829346508484977,0.08045165843330981,0.0,0.0
146,0.0001459953255562842,0.12198830395936966,0.06082495898008347,229.31999,2.8000000000000003,3.8205555555555555,0.0,0.0,13754.0,1.0,0.0,0.0,1.099383856244844,0.015,11.107721761695222,0.06449033008579322,0.0002181183655663807,0.0
